table_name,field_name,raw_field_name,data_type,length,mandatory_hint,parse_confidence,source_page
LOAD_USERS,mon_allowed,mon_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_USERS,tue_allowed,tue_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_USERS,wed_allowed,wed_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_USERS,thu_allowed,thu_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_USERS,fri_allowed,fri_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_USERS,sat_allowed,sat_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_USERS,sun_allowed,sun_allowedMust,VARCHAR2,1,Y,0.85,15
LOAD_SITES,record_number,record_number,NUMBER,42,N,1.00,16
LOAD_SITES,system_code,system_code,VARCHAR2,10,N,1.00,16
LOAD_SITES,external_system_id,external_system_id,VARCHAR2,100,N,1.00,16
LOAD_SITES,provider_prefix,provider_prefixProvider,VARCHAR2,6,N,0.85,16
LOAD_SITES,site_code,site_codeUser,VARCHAR2,15,N,0.85,16
LOAD_SITES,site_description,site_descriptionDescription,VARCHAR2,80,N,0.85,16
LOAD_SITES,site_link_applies_start,site_link_applies_startThe,DATE,10,N,0.85,16
LOAD_SITES,site_link_applies_end,site_link_applies_endThe,DATE,10,N,0.85,17
LOAD_SITES,address_1,ADDRESS_1Loaded,VARCHAR2,80,N,0.80,17
LOAD_SITES,address_2,ADDRESS_2Loaded,VARCHAR2,80,N,0.80,17
LOAD_SITES,address_3,ADDRESS_3Loaded,VARCHAR2,80,N,0.80,17
LOAD_SITES,address_4,ADDRESS_4Loaded,VARCHAR2,80,N,0.80,17
LOAD_SITES,post_code,POST_CODELoaded,VARCHAR2,20,N,0.80,17
LOAD_SITES,phone_1,PHONE_1Loaded,VARCHAR2,20,N,0.80,17
LOAD_SITES,phone_2,PHONE_2Loaded,VARCHAR2,20,N,0.80,17
LOAD_SITES,email,EMAILLoaded,VARCHAR2,80,N,0.80,17
LOAD_SITES,applies_start,APPLIES_STARTMust,DATE,10,Y,0.80,17
LOAD_SITES,applies_end,APPLIES_ENDMust,DATE,10,Y,0.80,17
LOAD_PMI,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,18
LOAD_PMI,system_code,SYSTEM_CODEUnique,VARCHAR2,10,N,0.80,18
LOAD_PMI,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,18
LOAD_PMI,main_crn_type,MAIN_CRN_TYPEMain,VARCHAR2,80,N,0.80,18
LOAD_PMI,main_crn,MAIN_CRNLoaded,VARCHAR2,30,N,0.80,18
LOAD_PMI,date_registered,DATE10DATE_REGISTEREDMust,NUMBER,,Y,0.80,18
LOAD_PMI,nhs_number,NHS_NUMBERLoaded,VARCHAR2,30,N,0.80,18
LOAD_PMI,nhs_number_statusnhs,NHS_NUMBER_STATUSNHS,VARCHAR2,80,N,1.00,18
LOAD_PMI,sex,SEXMaps,VARCHAR2,80,N,0.80,19
LOAD_PMI,title,TITLEMaps,VARCHAR2,80,N,0.80,19
LOAD_PMI,pat_name_1,PAT_NAME_1Loaded,VARCHAR2,40,N,0.80,19
LOAD_PMI,pat_name_2,PAT_NAME_2Loaded,VARCHAR2,40,N,0.80,19
LOAD_PMI,pat_name_3,PAT_NAME_3Loaded,VARCHAR2,40,N,0.80,19
LOAD_PMI,pat_name_family,PAT_NAME_FAMILYLoaded,VARCHAR2,40,N,0.80,19
LOAD_PMI,maiden_name,MAIDEN_NAMELoaded,VARCHAR2,40,N,0.80,19
LOAD_PMI,of_birth,DATE_OF_BIRTHMust,DATE,10,Y,0.80,19
LOAD_PMI,place_born,PLACE_BORNMaps,VARCHAR2,80,N,0.80,19
LOAD_PMI,entered_country,DATE_ENTERED_COUNTRYMust,DATE,10,Y,0.80,19
LOAD_PMI,nationality,NATIONALITYMaps,VARCHAR2,80,N,0.80,19
LOAD_PMI,ethnic_group,ETHNIC_GROUPMaps,VARCHAR2,80,N,0.80,19
LOAD_PMI,preferred_language,PREFERRED_LANGUAGEMaps,VARCHAR2,80,N,0.80,19
LOAD_PMI,religion_code,RELIGION_CODEMaps,VARCHAR2,80,N,0.80,20
LOAD_PMI,marital_status,MARITAL_STATUSMaps,VARCHAR2,80,N,0.80,20
LOAD_PMI,occupation_code,OCCUPATION_CODEMaps,VARCHAR2,80,N,0.80,20
LOAD_PMI,where_heard_of_service,WHERE_HEARD_OF_SERVICEMaps,VARCHAR2,80,N,0.80,20
LOAD_PMI,pat_address_1,PAT_ADDRESS_1Patient,VARCHAR2,80,N,0.80,20
LOAD_PMI,pat_address_2,PAT_ADDRESS_2Patient,VARCHAR2,80,N,0.80,20
LOAD_PMI,pat_address_3,PAT_ADDRESS_3Patient,VARCHAR2,80,N,0.80,20
LOAD_PMI,pat_address_4,PAT_ADDRESS_4Patient,VARCHAR2,80,N,0.80,20
LOAD_PMI,post_code,POST_CODEPatient,VARCHAR2,20,N,0.80,20
LOAD_PMI,telephone_no,TELEPHONE_NOPatient,VARCHAR2,20,N,0.80,20
LOAD_PMI,telephone_no_2,TELEPHONE_NO_2Patient,VARCHAR2,20,N,0.80,20
LOAD_PMI,telephone_no_3,TELEPHONE_NO_3Patient,VARCHAR2,20,N,0.80,20
LOAD_PMI,pat_email_address,PAT_EMAIL_ADDRESSPatient,VARCHAR2,80,N,0.80,20
LOAD_PMI,pat_lives_alone,PAT_LIVES_ALONEPatient,VARCHAR2,1,N,0.80,21
LOAD_PMI,pat_permission_to_contact,PAT_PERMISSION_TO_CONTACTPermission,VARCHAR2,1,N,0.80,21
LOAD_PMI,pat_permission_to_phone,PAT_PERMISSION_TO_PHONEPermission,VARCHAR2,1,N,0.80,21
LOAD_PMI,pat_address_from,PAT_ADDRESS_FROMPatient,DATE,10,N,0.80,21
LOAD_PMI,of_death,DATE_OF_DEATHMust,DATE,10,Y,0.80,21
LOAD_PMI,where_died,WHERE_DIEDMaps,VARCHAR2,80,N,0.80,21
LOAD_PMI,cause_of_death,CAUSE_OF_DEATHMaps,VARCHAR2,80,N,0.80,21
LOAD_PMI,death_treatment_related,DEATH_TREATMENT_RELATEDOnly,VARCHAR2,1,N,0.80,21
LOAD_PMI,death_hiv_related,DEATH_HIV_RELATEDOnly,VARCHAR2,1,N,0.80,21
LOAD_PMI,extra_info_1_type,EXTRA_INFO_1_TYPEMaps,VARCHAR2,80,N,0.80,21
LOAD_PMI,extra_info_1,EXTRA_INFO_1Loaded,VARCHAR2,80,N,0.80,21
LOAD_PMI,extra_info_2_type,EXTRA_INFO_2_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_2,EXTRA_INFO_2Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_3_type,EXTRA_INFO_3_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_3,EXTRA_INFO_3Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_4_type,EXTRA_INFO_4_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_4,EXTRA_INFO_4Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_5_type,EXTRA_INFO_5_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_5,EXTRA_INFO_5Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_6_type,EXTRA_INFO_6_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_6,EXTRA_INFO_6Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_7_type,EXTRA_INFO_7_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_7,EXTRA_INFO_7Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_8_type,EXTRA_INFO_8_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_8,EXTRA_INFO_8Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_9_type,EXTRA_INFO_9_TYPEMaps,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_9,EXTRA_INFO_9Loaded,VARCHAR2,80,N,0.80,22
LOAD_PMI,extra_info_10_type,EXTRA_INFO_10_TYPEMaps,VARCHAR2,80,N,0.80,23
LOAD_PMI,extra_info_10,EXTRA_INFO_10Loaded,VARCHAR2,80,N,0.80,23
LOAD_PMI,comments,COMMENTSMaps,VARCHAR2,2000,N,0.80,23
LOAD_PMI,note_1_subject,NOTE_1_SUBJECTMaps,VARCHAR2,80,N,0.80,23
LOAD_PMI,note_1_text,NOTE_1_TEXTMaps,VARCHAR2,2000,N,0.80,23
LOAD_PMI,note_2_subject,NOTE_2_SUBJECTMaps,VARCHAR2,80,N,0.80,23
LOAD_PMI,note_2_text,NOTE_2_TEXTMaps,VARCHAR2,2000,N,0.80,23
LOAD_PMI,nok_relationship,NOK_RELATIONSHIPNext,VARCHAR2,80,N,0.80,23
LOAD_PMI,nok_title,NOK_TITLENext,VARCHAR2,80,N,0.80,23
LOAD_PMI,nok_name_1,NOK_NAME_1Next,VARCHAR2,40,N,0.80,23
LOAD_PMI,nok_name_family,NOK_NAME_FAMILYNext,VARCHAR2,40,N,0.80,23
LOAD_PMI,nok_address_1,NOK_ADDRESS_1Next,VARCHAR2,80,N,0.80,24
LOAD_PMI,nok_address_2,NOK_ADDRESS_2Next,VARCHAR2,80,N,0.80,24
LOAD_PMI,nok_address_3,NOK_ADDRESS_3Next,VARCHAR2,80,N,0.80,24
LOAD_PMI,nok_address_4,NOK_ADDRESS_4Next,VARCHAR2,80,N,0.80,24
LOAD_PMI,nok_post_code,NOK_POST_CODENext,VARCHAR2,20,N,0.80,24
LOAD_PMI,nok_telephone_1,NOK_TELEPHONE_1Next,VARCHAR2,20,N,0.80,24
LOAD_PMI,nok_telephone_2,NOK_TELEPHONE_2Next,VARCHAR2,20,N,0.80,24
LOAD_PMI,nok_comments,NOK_COMMENTSMaps,VARCHAR2,2000,N,0.80,24
LOAD_PMI,pat_permission_to_copy_gp,PAT_PERMISSION_TO_COPY_GPPermission,VARCHAR2,1,N,0.80,24
LOAD_PMI,gp_national_code,GP_NATIONAL_CODENational,VARCHAR2,10,N,0.80,24
LOAD_PMI,practice_national_code,PRACTICE_NATIONAL_CODENational,VARCHAR2,10,N,0.80,24
LOAD_PMI,practice_post_code,PRACTICE_POST_CODEPractice,VARCHAR2,20,N,0.80,25
LOAD_PMI,practice_applies_from,PRACTICE_APPLIES_FROMDate,DATE,10,N,0.80,25
LOAD_PMI,gdp_national_code,GDP_NATIONAL_CODENational,VARCHAR2,10,N,0.80,25
LOAD_PMI,gdp_practice_national_code,GDP_PRACTICE_NATIONAL_CODENational,VARCHAR2,10,N,0.80,25
LOAD_PMI,gdp_practice_post_code,GDP_PRACTICE_POST_CODEPractice,VARCHAR2,20,N,0.80,25
LOAD_PMI,gdp_practice_applies_from,GDP_PRACTICE_APPLIES_FROMDate,DATE,10,N,0.80,25
LOAD_PMIIDS,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,26
LOAD_PMIIDS,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,26
LOAD_PMIIDS,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,26
LOAD_PMIIDS,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,26
LOAD_PMIIDS,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,26
LOAD_PMIIDS,additional_id_type,ADDITIONAL_ID_TYPEAdditional,VARCHAR2,80,N,0.80,26
LOAD_PMIIDS,additional_id,ADDITIONAL_IDAdditional,VARCHAR2,30,N,0.80,26
LOAD_PMIIDS,volume,NUMBER42VOLUMEVolume,NUMBER,,N,0.80,26
LOAD_PMIALIASES,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,27
LOAD_PMIALIASES,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,27
LOAD_PMIALIASES,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,27
LOAD_PMIALIASES,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,27
LOAD_PMIALIASES,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,27
LOAD_PMIALIASES,sex,SEXMaps,VARCHAR2,80,N,0.80,27
LOAD_PMIALIASES,title,TITLEMaps,VARCHAR2,80,N,0.80,27
LOAD_PMIALIASES,pat_name_1,PAT_NAME_1Loaded,VARCHAR2,40,N,0.80,27
LOAD_PMIALIASES,pat_name_2,PAT_NAME_2Loaded,VARCHAR2,40,N,0.80,27
LOAD_PMIALIASES,pat_name_3,PAT_NAME_3Loaded,VARCHAR2,40,N,0.80,27
LOAD_PMIALIASES,pat_name_family,PAT_NAME_FAMILYLoaded,VARCHAR2,40,N,0.80,27
LOAD_PMIADDRS,of_birth,DATE_OF_BIRTHMust,DATE,10,Y,0.80,28
LOAD_PMIADDRS,marital_code,MARITAL_CODEMaps,VARCHAR2,80,N,0.80,28
LOAD_PMIADDRS,applies_start,APPLIES_STARTMust,DATE,10,Y,0.80,28
LOAD_PMIADDRS,applies_end,APPLIES_ENDMust,DATE,10,Y,0.80,28
LOAD_PMIADDRS,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,28
LOAD_PMIADDRS,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,28
LOAD_PMIADDRS,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,28
LOAD_PMIADDRS,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,28
LOAD_PMIADDRS,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,28
LOAD_PMIADDRS,address_type,ADDRESS_TYPEOnly,VARCHAR2,1,N,0.80,29
LOAD_PMIADDRS,address_1,ADDRESS_1Loaded,VARCHAR2,80,N,0.80,29
LOAD_PMIADDRS,address_2,ADDRESS_2Loaded,VARCHAR2,80,N,0.80,29
LOAD_PMIADDRS,address_3,ADDRESS_3Loaded,VARCHAR2,80,N,0.80,29
LOAD_PMIADDRS,address_4,ADDRESS_4Loaded,VARCHAR2,80,N,0.80,29
LOAD_PMIADDRS,post_code,POST_CODELoaded,VARCHAR2,20,N,0.80,29
LOAD_PMIADDRS,country_code,COUNTRY_CODEMaps,VARCHAR2,80,N,0.80,29
LOAD_PMIADDRS,phone_1,PHONE_1Loaded,VARCHAR2,20,N,0.80,29
LOAD_PMIADDRS,phone_2,PHONE_2Loaded,VARCHAR2,20,N,0.80,29
LOAD_PMIADDRS,phone_3,PHONE_3Loaded,VARCHAR2,20,N,0.80,29
LOAD_PMICONTACTS,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,30
LOAD_PMICONTACTS,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,30
LOAD_PMICONTACTS,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,30
LOAD_PMICONTACTS,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,30
LOAD_PMICONTACTS,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,30
LOAD_PMICONTACTS,contact_type,CONTACT_TYPEMaps,VARCHAR2,80,N,0.80,30
LOAD_PMICONTACTS,relationship,RELATIONSHIPContact,VARCHAR2,80,N,0.80,30
LOAD_PMICONTACTS,parental_responsibility,PARENTAL_RESPONSIBILITYContact,VARCHAR2,1,N,0.80,30
LOAD_PMICONTACTS,title,TITLEMaps,VARCHAR2,80,N,0.80,31
LOAD_PMICONTACTS,name_1,NAME_1Loaded,VARCHAR2,40,N,0.80,31
LOAD_PMICONTACTS,name_family,NAME_FAMILYLoaded,VARCHAR2,40,N,0.80,31
LOAD_PMICONTACTS,address_1,ADDRESS_1Loaded,VARCHAR2,80,N,0.80,31
LOAD_PMICONTACTS,address_2,ADDRESS_2Loaded,VARCHAR2,80,N,0.80,31
LOAD_PMICONTACTS,address_3,ADDRESS_3Loaded,VARCHAR2,80,N,0.80,31
LOAD_PMICONTACTS,address_4,ADDRESS_4Loaded,VARCHAR2,80,N,0.80,31
LOAD_PMICONTACTS,post_code,POST_CODELoaded,VARCHAR2,20,N,0.80,31
LOAD_PMICONTACTS,country_code,COUNTRY_CODEMaps,VARCHAR2,80,N,0.80,31
LOAD_PMICONTACTS,phone_1,PHONE_1Loaded,VARCHAR2,20,N,0.80,31
LOAD_PMICONTACTS,phone_2,PHONE_2Loaded,VARCHAR2,20,N,0.80,31
LOAD_PMICONTACTS,phone_3,PHONE_3Loaded,VARCHAR2,20,N,0.80,31
LOAD_PMICONTACTS,comments,COMMENTSMaps,VARCHAR2,2000,N,0.80,31
LOAD_PMICONTACTS,applies_start,APPLIES_STARTMust,DATE,10,Y,0.80,31
LOAD_PMICONTACTS,applies_end,APPLIES_ENDMust,DATE,10,Y,0.80,31
LOAD_PMIALLERGIES,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,32
LOAD_PMIALLERGIES,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,32
LOAD_PMIALLERGIES,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,32
LOAD_PMIALLERGIES,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,32
LOAD_PMIALLERGIES,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,32
LOAD_PMIALLERGIES,allergy_code,ALLERGY_CODEMaps,VARCHAR2,80,N,0.80,32
LOAD_PMIALLERGIES,allergy_comment,ALLERGY_COMMENTMaps,VARCHAR2,80,N,0.80,32
LOAD_PMIALLERGIES,applies_start,APPLIES_STARTMust,DATE,10,Y,0.80,32
LOAD_PMIALLERGIES,applies_end,APPLIES_ENDMust,DATE,10,Y,0.80,32
LOAD_PMISTAFFWARNINGS,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,33
LOAD_PMISTAFFWARNINGS,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,33
LOAD_PMISTAFFWARNINGS,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,33
LOAD_PMISTAFFWARNINGS,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,33
LOAD_PMISTAFFWARNINGS,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,33
LOAD_PMISTAFFWARNINGS,warning_code,WARNING_CODEMaps,VARCHAR2,80,N,0.80,33
LOAD_PMISTAFFWARNINGS,warning_comment,WARNING_COMMENTMaps,VARCHAR2,80,N,0.80,33
LOAD_PMISTAFFWARNINGS,applies_start,APPLIES_STARTMust,DATE,10,Y,0.80,33
LOAD_PMISTAFFWARNINGS,applies_end,APPLIES_ENDMust,DATE,10,Y,0.80,33
LOAD_PMIGPAUDIT,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,34
LOAD_PMIGPAUDIT,loadpmi_record_number,LOADPMI_RECORD_NUMBERForeign,NUMBER,42,N,0.80,34
LOAD_PMIGPAUDIT,system_code,VARCHAR210SYSTEM_CODEUnique,NUMBER,,N,0.80,34
LOAD_PMIGPAUDIT,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,34
LOAD_PMIGPAUDIT,main_crnload_pmi,MAIN_CRNLOAD_PMI,VARCHAR2,30,N,1.00,34
LOAD_PMIGPAUDIT,gp_national_code,GP_NATIONAL_CODENational,VARCHAR2,10,N,0.80,34
LOAD_PMIGPAUDIT,practice_national_code,PRACTICE_NATIONAL_CODENational,VARCHAR2,10,N,0.80,34
LOAD_CASENOTELOCS,practice_post_code,PRACTICE_POST_CODEPractice,VARCHAR2,20,N,0.80,35
LOAD_CASENOTELOCS,applies_start,APPLIES_STARTDate,DATE,10,N,0.80,35
LOAD_CASENOTELOCS,applies_end,APPLIES_ENDDate,DATE,10,N,0.80,35
LOAD_CASENOTELOCS,record_number,RECORD_NUMBERUnique,NUMBER,42,N,0.80,35
LOAD_CASENOTELOCS,system_code,SYSTEM_CODEUnique,VARCHAR2,10,N,0.80,35
LOAD_CASENOTELOCS,external_system_id,EXTERNAL_SYSTEM_IDUnique,VARCHAR2,100,N,0.80,35
LOAD_CASENOTELOCS,hospital_code,HOSPITAL_CODEFor,VARCHAR2,30,N,0.80,36
LOAD_CASENOTELOCS,site,SITEHospital,VARCHAR2,80,N,0.80,36
LOAD_CASENOTELOCS,location_type,LOCATION_TYPEType,VARCHAR2,80,N,0.80,36
LOAD_CASENOTELOCS,user_code,USER_CODEShort,VARCHAR2,10,N,0.80,36
LOAD_CASENOTELOCS,description,DESCRIPTIONLong,VARCHAR2,80,N,0.80,36
